text,label_meaning
敌人四个半旅，我们四个半连，真正能投入战斗的才二百多人……”万团长在窑洞门口向周副主席招手，把他叫出门外，悄悄地说：“各大队都在等着出发的命令。,3
现在我们感到听上政府的话永没错，提高技术才会多打粮食。,3
中国女排进一步提高攻击力，特别是加强防守和保护能力，才会在奥运会的决赛中取得新成绩。,3
轮机长文昌亮接着说：“我们这条船，损坏这么严重，在台湾修理至少要花三十多万元台币，现在修理费全部由你们承担，祖国政府才会给我们这么大的帮助。,3
作家王蒙说，“行万里路”是一种活的阅读，在旅行中的所感所悟，是对世界的一种解读，有些知识和体会，亲历之后才会更加完整。,3
这位旅客感慨地说：“这样的事情在我们伟大的社会主义祖国才会发生！,3
正如马克思所说的：“人类始终只提出自己能够解决的任务，因为只要仔细考察就可以发现，任务本身，在解决它的物质条件已经存在或者至少是在形成过程中的时候，才会产生。,3
该队领队金钟万向新闻界透露，朝鲜队队员平均年龄20岁，是为2004年雅典奥运会做准备的国奥队预备阵容，且一个月前才刚刚组织起来。,3
清楚这一点，才会明白真正的政绩都是以人民为中心的。,3
换言之，你所开发的产品和其市场还没有足够的利润和控制力，微软才会放心地让你生存下去，否则倒闭或者被收购两种结局。,3
但这位官员接着又辩解说，当其他国家同意取消贸易壁垒时美国才会这样做，美国不会单方面解除武装。,3
她说，“记住不光彩的过去，才可能有最美好的未来。,3
这样，西藏人民才会有真正的基本人权、真正的公民自由和宗教自由。,3
怀揣敬畏之心，迎接寺库时代“小时候，到过年的时候才会添置一件新衣服。,3
在反修斗争中，以毛泽东思想为指导思想，才会有真正的马克思列宁主义的立场。,3
有着数千年灿烂文化的民族，善于吸取人类创造的全部文明成果、为新的世界观武装起来的先进政党，才可能孕育出这种文明的典范。,3
许多干部和社员反映，这样大力拨乱反正，农业生产搞上去才大有希望。,3
社会发生了天翻地覆的变化，才会有赖以社会而生存的人的自我发展。,3
老老实实接受改造，才会有光明的前途。,3
在文艺创作中，正确处理典型环境和典型性格的关系，无产阶级英雄形象才会高大、丰满。,3
消灭不合理的运输，铁路部门才可能有较充分的运输能力来有计划地均衡地完成更多的运输任务。,3
很显然，如果是虚心假意，根本就谈不上“支持”两字；真情实意，才会作出真实有力的支持。,3
以后在关键时刻把它们通通“卖弄”出去时，看着老外瞪大眼睛夸你的英语好时，那刻甜甜的满足感自己才会品尝到！,3
最近，爱沙尼亚共和国商业部副部长在《爱沙尼亚共产党人》杂志上发表的文章供认，共和国直属的城市才供应一点新鲜的和盐腌的白菜，其他地方根本买不到。,3
实现了民生的跨越，我们所有的跨越才变得更加真实、更有意义。,3
而此前“三千宠爱在一身”的“海归”派，如若没有实际经验，现在同样也会被打入冷宫；那些既熟悉海外IT前沿动态，又具实际操作能力者，才会集幸邀宠。,3
因此，从两次的失败中，我们深刻地体会到：真正的大胆必须以细心为基础；同时在大胆精神的指导下，才会有真正的细心，而细心的目的又是为了更大胆地进行工作。,3
他指出：对工商业不要采取冒险政策，就是地主富农经营的工商业，也不应当没收，这样才会促进解放区经济的发展。,3
尽早向外界通报，才不至于错过最佳抢救时机。,3
作为一名基层党员干部，必须旗帜鲜明、立场坚定，心里时刻装着群众，通过心与心的交流，实实在在为群众服务，老百姓才会心甘情愿跟党走。,3
大家认为劳力固定，小队才可能把劳动力科学地加以使用。,3
我过去认为，自己是一个工人出身的干部，少劳动点关系不大，这种想法是不对的，坚持参加劳动，汗和工人流在一起，心才会和工人贴在一起，永远保持工人阶级的本色，当好人民的勤务员。,3
他说：“海洋地物的地位与领土主权和海域划界密切相关，而仲裁庭没有认识到南海问题的根本性争议是主权问题，对南海海洋地物地位的判定，在相关主权问题解决后才可能给予合理的解答。,3
这家报纸强调指出：在得到一切爱好和平的人民支持的越南南方民族解放运动采取行动强迫之下，帝国主义才会停止屠杀。,3
这样，“日内瓦精神”才会成为具体的现实，成为一个事实而不仅是一个希望。,3
他们明白研究风险，及早曲突徙薪，风险才可能减少到最低程度。,3
在书店中，读者才会与好书不期而遇，进入一个真正属于阅读的空间。,3
也密切关心新芽的人，才会更锐敏地感受到春天的气息和春天的欢乐。,3
苏联人民才不怕困难，辛苦经营，改善航道。,3
新制度经济学认为制度创新是为了使市场经济更有效地运行，在制度创新的收益大于创新成本时，制度创新才会进行。,3
由于传统思想观念、传统经济模式的束缚和影响，改革中的新事物在解放思想的前提下才可能发展起来。,3
白宫一位发言人在宣读这项声明时说，当南非符合了美国全面反种族歧视法中的条件时，美国才会中止或减轻对它的经济制裁。,3
欧佩克专家小组同时又认为，得到英、挪等产油国的合作，油价才可望回升至每桶二十至二十五美元。,3
当然，傻瓜才会多此一举地前往美国使馆“打听”，因为驻老挝的美国大使馆早已抢在富马之先宣布：十一日“美国飞机没有在老挝上空飞行”。,3
他表示，在以色列军队立刻从所有被占领的领土撤到一九六七年六月五日前的界线的基础上，埃及才准备接受停火。,3
（潘治）电磁波激发物质超导特性一般超导材料在其温度降低到自身的超导临界温度以下，才会呈现超导状态。,3
但她强调，在巴以双方听取了她的建议，并作出相应的决定后，她才会在适当的时候再次访问巴勒斯坦和以色列，为推动巴以和谈继续进行斡旋。,3
这样，才利于党的事业发展，也利于个人进步。,3
在13日听取了5个申办城市的陈述报告后，他们才会作出最后决定。,3
在毛泽东思想的基础上，各自多作自我批评，才会在思想上越来越接近。,3
这种对普通人的关心，在我们这样的国家里，才可以想象到的。,3
所谓“直扑真理，不要东张西望”，凡有大成就者，无不早早立大志，而后一门深入，苦心经营，久久为功；从事科研也好，做企业也好，心无旁骛，才可能做到最好。,3
这样，眼睛才会向着广大群众，向着现有的物质技术条件，就会去发挥“穷棒子”精神，把一切积极因素调动起来，带领群众打开一个局面来。,3
常设委员会执行局业已通过如下的决议：第一，提出完全脱离南斯拉夫政府而独立的保证的南斯拉夫代表，才准予出席在罗马召开的世界拥护和平大会常设委员会会议。,3
其实我对这些书籍字画古玩都说不出太多太深的道道，但却懂得，一个人热爱自己民族的文化，让自己时常徜徉在民族文化的积淀当中，他才会热爱自己的祖国，珍惜自己的根。,3
此前，卡尔扎伊已明确表示，大支尔格会议通过的宪法保证总统拥有“真正的权力”，他才会参加明年的大选。,3
走出封闭，克服愚昧和无知，掌握知识和技能，才可消除贫困。,3
关于成立联邦的问题，他说，“等到三片领土全都得到自由的时候”，“那时——而且在那时——我们才会考虑谈判成立联盟的问题。,3
笨蛋和修正主义者才会谈论去打破目前还相对强大的帝国主义堡垒而不去突破帝国主义最薄弱的环节。,3
据俄通社—塔斯社报道，别列佐夫斯基同时指出，在别无选择的情况下，俄罗斯才会首先使用核武器。,3
同样，在和平应用上，雷达网将使飞机和船舶的航行得到最大的安全，将使气候的变化迅速地被人们所掌握，也借助于雷达网的日益完善，星际飞行才会有保障。,3
看，指导员交给李明升一枝枪，表明“整个世界用枪杆子才可能改造。,3
当它们运行到与太阳、地球三者成一直线，也即“冲日”之时，才便于观测。,3
我想，教育学生树立起为革命而学的思想，才会出现生动、活泼、主动地学习的局面。,3
登上天梯，亲身体会，才会有客观的评价。,3
法国议员中比较有远见的人们认识到，邱吉尔所谈到的法国的“孤立”在批准复活西德军国主义、使法国沦于二等国地位的巴黎协定时才会真正形成。,3
这样做是完全必要的，而且一定会有效果的；犹如在我们以中国人民志愿军的武装实力来支援朝鲜人民对美帝国主义侵略的抵抗后，疯狂的侵略者才不敢轻举妄动作进一步侵略我国的尝试。,3
和平解放50年来，西藏经济、政治和社会面貌发生了沧桑巨变，这一不平凡的发展历程揭示了一条真理：在中国共产党的领导下，在祖国大家庭中，走社会主义道路，西藏才会有幸福的今天和更加美好的明天。,3
如像古希腊的艺人多系奴隶出身一样，在旧中国也穷孩子才去学习戏曲。,3
随着体制改革进展，各方面的资金正在以国内需求和国际需求为导向来配置音像产业资源，所以，加紧开发新的空间，创造新的赢利模式，加大软件产业的投资，加快集约化经营步伐，才可以提升音像企业的竞争实力。,3
人民生活幸福、人与人和谐相处，社会才会安定有序。,3
南平市干部关立泉等说：1950年，在南平破获了以“国民党闽赣前线突击司令部政训处”主任卢炳荣为首的阴谋组织，人民莫不拍手称快，万九光之流才会感到“恻隐”，大叫“冤枉”。,3
这样，群众才会满意。,3
黄河上游黄土地区里的水土流失是黄河沙泥的唯一来源，完成这个地区的水土保持工作，才可得到正本清源的结果，否则尽管三门峡水库有极大的库容也要很快给泥沙淤满而失去其效用。,3
不久前，一位考古工作者发现，在朝阳斜射时，人们才可以从附近山头上清楚地看到这些巨画。,3
杜德在其所著《英国的帝国危机》中写道：“英国帝国主义者认为在美国的总的统治和控制之下才可能想法保持英帝国。,3
内行人都知道，再高明的刀手，也剔不净虎骨上的肉，经过长时间的高温水煮，骨头才变得像现在这样光滑。,3
在社会主义制度下，情况才发生了根本变化。,3
善于从别人的“事故”中找问题，查隐患，以别人之“堑”长自己之“智”，未“亡羊”，先“补牢”，才可能一路平安。,3
委员阿旺嘉措（藏族）说：社会主义是使每个人走向光明幸福的道路，疯人才不愿走这条道路。,3
她认为依靠工人阶级和农民阶级，才可能有中国革命的胜利。,3
他看书的时候，要十分小心保持清洁，不发生一点折皱损伤，这样老板才会看不出来。,3
融合了公司战略所要求的方向开展奥运营销活动，才可以体现奥运营销的真正价值。,3
灾区的各种工作，在不妨害而且有利于灾民生产度荒的条件下，才可结合进行。,3
玻利维亚人民抱怨说，他们与美国的锡交易也是这样进行的，在市场价格上涨时，美国规定限价，在价格有下跌趋势时，美国才主张自由买卖。,3
他知道人的健全，社会的发展才可能健全。,3
在1940年它加入苏联以后，经济情况才发生了根本变化。,3
到一九五三年秋天，越南劳动党和越南民主共和国政府派遣群众工作队来到仁和村，在那里进行访贫问苦，才发现这位老人已经有一百二十岁了。,3
因公受伤不能工作的也应享受退休待遇因公受伤不能工作的也应享受退休待遇看了国务院公布的四项规定草案以后，觉得在共产党领导的国家里，工人职员才会得到这样的关怀和照顾。,3
对学生进行这种综合的、立体的、配套的、全方位的思想教育，才可能使学生彻底消除“读书无用”的念头，使他们专心致志地投入学习。,3
在电脑形成高度连接网络的时候才出现了全国性的生产率提高。,3
他说，安南已经表示，伊拉克采取了明确措施，全面恢复与联合国特委会的合作，并认真执行安理会的有关决议，以及在得到安理会支持的情况下，他才会前往伊拉克进行访问。,3
经过讨论，各部门领导干部认识到坚决贯彻以农业为基础，以工业为主导的发展国民经济的总方针，积极支援农业，夺得今年农业丰收，才会把部门工作带动起来。,3
在回忆对比时，广大群众还对比了小农经济和集体经济的不同条件，认识到依靠集体经济，进行有组织有领导的斗争，才为消灭血吸虫病创造了条件。,3
或许，当“城乡结合部”、“乡下人”不再被赋予其他的含义时，我们才可以说，城乡一体化已真正实现。,3
这样，才可能成就一番事业。,3
密歇尔在四月二十二日又决定，交出一百万法郎保释金，阿里·雅塔才可以得到释放。,3
而“共产主义理想”作为人类最崇高、最伟大的理想，在无产阶级登上历史舞台以后才可能产生。,3
也这样一个西贡政权才可能同越南南方共和临时革命政府进行真正的谈判，以实现巴黎协定的各项条款，实现越南南方人民的和平、独立、民主、改善民生和民族和睦的最迫切的愿望。,3
坐落在亚平宁半岛“靴跟”上的马尔蒂纳镇，面积342.9平方公里，人口才6万多，却是塔兰托省的重要城市。,3
将军告诉大家，无论是战争年代还是和平年代，一个政党，一支军队，顺应历史潮流，为民族和国家的利益，为人民大众的利益而努力奋斗，才会永远立于不败之地。,3
一个国家对自己的发展及其国力有更多的自信，在与另一个大国交往过程中，才不会产生无谓的战略焦虑情绪。,3
祸国殃民的‘四人帮’，才不顾人民的死活，滥用职权，花天酒地，吸劳动人民的血。,3
他表示，在“采取单方面行动的任何危险”消除时，美国才会解除戒备状态。,3
相信自己的力量，依靠自己的努力，才会使民族工业逐渐发展起来。,3
毛主席曾经指出：“帝国主义被消灭了，才会有太平。,3
微博是现实的延续，政务微博积极作为的工作状态应成为现实生活中政府部门的工作常态，把百姓满意度作为“试金石”，转作风才不会松一阵、紧一阵。,3
阴险地策划着对中国人民的战争的那些人们，才会反对这一类新的诚实的贸易。,3
严”是解决风气问题的良药，严格才使人意识到必须遵守，严能杜绝屡禁不止的问题。,3
也就是说，抓紧了设计工作这一环，才可以带动全部准备工作顺利前进。,3
苏班德里约还透露，同时还决定，在新加坡作好准备的美国船只在得到印度尼西亚政府许可的情况下，才可以开进印度尼西亚领土。,3
一些资产阶级知识分子以旧眼光看待新事物，认为大学，这一些优秀的所谓高材生才可以登堂入室，农民秉性愚钝，硬要他们上大学，也只是“揠苗助长”，“吃力不讨好”。,3
心理疾病需早求医阳光心理安康中心主席、精神心理专科医生陈张栩表示，华裔对罹患精神疾病感到羞耻，认为疯子、傻子才会去看精神医生，结果导致心理疾病愈加严重，最终导致自杀悲剧发生。,3
卡杜米指出，在以色列从所有被占阿拉伯领土上撤走、建立以耶路撒冷为首都的独立的巴勒斯坦国的情况下，巴方才会同以色列签署和平协议。,3
据了解沙特的朋友说，沙特是一个严守“男女有别”的国度，即使在本族之间，也关系非常密切的朋友才不分性别，一起聊天、吃饭，用这种方式接待外国朋友，那是很高的礼遇。,3
那种在“质”上代表着那个时代的时代精神、那个社会的人民呼声的创作意识，并标志着那个时代、那个社会文学艺术发展的历史流向和最新水平的创作思潮，才堪称主潮。,3
他说，他在政治会议保证在一定时间内使他达到“解放和统一朝鲜”的时候，他才不破坏停战。,3
依靠政策倾斜、利益驱动，才可能把外资引向我国目前最需要资金扶助的基础设施类的建设项目中来，进而在彼此的互利互补中发展自己。,3
但是，重视实践而又善于用辩证的方法总结经验，并且用总结起来的经验来指导新的实践，才可能把认识提高一步。,3
就如同为他们做饭一样，适合他们口味的东西，他们才会吃得香、爱吃。,3
从源头保证耕地的清洁和优质，生长出来的粮食才具备让人放心的前提。,3
安德斯说，为了保证质量，国家对树种的交易有严格的限制，林协等专业机构才可以出售树种，出售树种时还必须保证其成活率。,3
生产关系一定要适合生产力的性质，生产力发展到某种状况才会引起生产关系的某种变革”。,3
公司的正常经营活动在超过一定数额时才向总公司汇报。,3
“我们把群众当亲人，群众才会把我们当亲人。,3
秀宗宣布，越南军队全部撤出柬埔寨，民主柬埔寨武装力量才同意停火。,3
好像是什么认证吧，达到一定的安全条件国家质量管理部门才允许贴的标志吧。,3
第三，欧洲的钢琴音乐文献非常之多，并且得到高度的发展，钢琴工作者掌握这些大量的文献，才可能掌握钢琴艺术，因此，钢琴艺术要坚持工农兵的方向是有困难的。,3
最近，苏联又通过各种渠道，暗示苏联愿意同其它国家谈判阿富汗问题；其它国家“保证”或“保证尊重”阿富汗的“中立”，苏联才“准备撤军”。,3
经济区的成立，工业企业归国民经济委员会统一管理，才从根本上消除了这种障碍。,3
按照社会主义市场经济的要求，切切实实推进各方面的改革，城乡的经济发展才会有活力和后劲。,3
但是，国务院的声明接着又说，“时间才会证明”苏联政府现在是否愿同西方国家进行“有成果的谈判”。,3
四月五日出版的一期美国“斯通周刊”在评论美国“联合行动”的讹诈恫吓的性质时曾指出：“那些把蛮干误认为力量的人，才会认为杜勒斯采取了一个强有力的态度。,3
在中午，太阳才偶尔透过被海风吹散的云雾，吝啬地撒下一丝金光，不多一会又躲进了云层。,3
他还说，帝国主义在世界上有三个吸盘，一个在亚洲，一个在非洲，一个在拉丁美洲，把三个吸盘一齐打掉，帝国主义才会死亡。,3
在生产沸腾钢（它是一种脱氧不完全的钢）时，才可以不用矽铁和只用少量的锰铁。,3
认真地面对这个现实，我们才可能真正搞清楚“系列化”写作的策略是否适合所有的作家，适合作家（哪怕是成熟作家）所有的作品，尤其是它对年轻写作者的影响。,3
现在还只处于调查的阶段，因为一种情况先在具体事实上搞清楚了，才可能认定它是否合法。,3
从《创造十年》中，他懂得了生活要靠自己去创造的道理，虽然人一生的道路并不完全取决于自己，但经过自己的努力和开拓，生活才会更有意义、更有价值、更有色彩。,3
在我们的时代里，当你能够用人类最先进的思想——共产主义思想来武装自己的时候，你才可能成为一名真正的“精神界之战士”。,3
她唱歌时像快活的山雀，在下令让老兵吃药时稚气的脸才严肃得像个老司令：“不行，像牦牛一样的身体也得吃药！,3
他认为：用收付记帐法，合作社的会计制度才可能广泛的建立起来。,3
对美帝国主义和一切反动派来说，用人民的革命武装把它彻底消灭，才会彻底舒服。,3
这就是亚运会，这就是体育，也许体育比赛惊险的刹那间和无情的胜负，才会同时触动不同国家、种族、社会制度下人们的神经。,3
一个公民的继承权，在两种情况下才会丧失：一，被继承人在生前立下遗嘱，取消了该公民对其遗产的继承权。,3
在整个波黑真正建立和平和人们重返家园时，战争才会结束”。,3
它被彻底消灭，才会感到彻底舒服。,3
曾子曾说“慎终追远，民德归厚”，意思是说慎重地对待自然与生死，永远追怀自己的祖先与传统，社会风尚与公民道德才会回归淳厚，这与我们今天提倡的以德治国是一个道理。,3
少数沾染了剥削阶级意识的流氓工人，才专门诬陷别人，而这样人也大都是统治者的狗腿子。,3
感谢信说：“我们懂得，我们要经过的道路不是撒满鲜花的道路，但我们也深信不疑：经过这条道路，人民战争的道路，毛泽东的道路，来打败我们所面对的武装反革命，红玫瑰才会在我国的自由民主的新生活中盛开。,3
消除“隔靴搔痒论”，深入学习马克思主义经典著作，才会有“蓦然回首，那人却在灯火阑珊处”的领悟。,3
马德里的华裔子女星期一到星期五都在西班牙的中小学上课，周末才会来中文学校。,3
通过对文本及其背景的细致研读，才会真正在确认文学经典时减少遗珠之憾，增加公正性。,3
其中，爱国主义是基本的和首要的要求，热爱祖国才会热爱人民，热爱社会主义制度，热爱科学。,3
这样，才会使农业这个基础，不断巩固和发展，从而进一步加强社会主义经济，巩固工农联盟，多快好省地建设社会主义。,3
过年的意义从来都不仅仅体现在物质消费中，只是因为有很长一阵儿人们在过年时才可以穿得更好、吃得更好一些，因而这两项标准成了一种简练而形象的象征。,3
工人阶级的死敌——托洛茨基分子，才会坚称工人阶级对农民有敌视态度。,3
但2亿多中国人仍生活在贫困中，中国存在收入分配不均衡问题，存在发展不均衡问题，继续加大对基础设施建设的投入，把最贫困的西部地区也融入到全球经济当中，发展不均衡问题才会消失。,3
由此，我豁然而解，相信在“大朝会”时，才会发生“万国来朝”的隆盛场面。,3
哥伦比亚《新闻评论》指出：跨国公司“对香蕉生产国的绝对统治，现在才受到了香蕉出口国联盟的威胁”。,3
全盘调整企业的经营方针，以顾客满意为追求目标的“亲友意识”，才会任何时候都不过时。,3
采取党的“百花齐放、百家争鸣”的方针，才会使大家更大胆更深入去探讨、摸索、创造新的东西。,3
在他看来，在完全消灭了阶级，已经把多种经济成分变成了单一的社会主义经济的社会中，生产关系的总和同生产关系这两个概念才变成同一个概念，这时，生产关系的总和也就是一种生产关系的几个方面的总和。,3
为此，专家建议，寻呼机生产企业走强强联合的集团化道路，形成大集团规模经济，才可能在国内外激烈的市场竞争中立于不败之地。,3
人人起来负责，才不会人亡政息。,3
我们国家的青年一代，是英勇无畏，不怕艰苦，具有自我牺牲精神和高尚道德品质的人，那末我们的军队成员才会有更高的政治素质和顽强的战斗精神。,3
这样，出现差错才便于检查，随时纠正。,3
社会主义国家本其革命精神，采取古代文化的精华而弃其糟粕，才会有魄力来担当合理改进历法这一任务。,3
那些利比亚政府的资本占百分之五十的公司才准在利比亚营业。,3
他戏称自己的身体就如一部已经运转了八十年的“进口”机械，其零部件或多或少都会磨损一点，经常检查、修理、保养，才会正常运作。,3
评论指出：“一个国家在能够开发自己的自然资源和发扬自己固有的道德和精神素质的情况下，才可能是真正独立的。,3
围城”的概念日渐淡漠，当两个人真正彼此适应后，他们才会走进婚姻的殿堂。,3
这样，东西柏林的关系才会正常化。,3
坚决而一贯地实现和平政策的人民，对人民幸福的关切成为首要的、最神圣的和最伟大的格言的一个国家，才可以在他们面前安放这种目标。,3
如果说“斗争的火花”才可以留传下来的话，那么，我们将失去多少优美动人的爱情诗、田园诗、山水诗，以及抒写离愁别恨、旅途辛苦、友朋赠答、游子思乡的佳作！,3
你恭谨勤劳地先当群众的学生，群众才会把你当作他们的先生。,3
在大家看来，调皮捣蛋、成绩不好的学生才去读职校。,3
外国资本在实行反帝政策的爱国的民主的力量的广泛联合面前才会退却。,3
大家认为：在改造思想中，思想方法要改造，思想意识更要改造，而且首先改造好思想意识，才可能彻底改造好思想方法。,3
德育专家、北京师范大学博士生导师周之良教授说，长期以来，不少老师和家长认识上有个误区，认为学生不停地学习，效果才好。,3
倡议提出，加强原创性研究，我国科学和技术的发展才会有坚实的基础。,3
在国外，医学本科毕业、具备5年普通外科及3年整形外科从医经验并考试合格者，才允许从事这类美容服务。,3
这样，法国民族民主力量的团结才会成为不可遏制的现实而马上在议会方面表现出来。,3
据研究在人脑中它们才大量增加，约占全部皮质细胞总数的一半。,3
对我国处于历史转折和重大改革时期的各项政策，在三中全会重新确立的思想路线的指导下，才可能使人们打破旧思想的束缚，跟上变化了的新形势。,3
伊朗开始拒绝同伊拉克举行直接会谈，后来立场有所松动，说在停火实现之后，它才同意同伊拉克进行直接对话。,3
本体确定了，镜像才可能美丽。,3
微信上类似的游戏或健康信息是大家转发的热点，不少难辨真假，建议大家不但要多听多看，还要慎思、明辨，用科学的方法进行保健才可能给自己和家人带来健康。,3
那些真正为时代所喝彩，让人民所信服的东西，我们才会从肺腑中发出心声，从而形成真正的掌声。,3
等等，这些，如果就现象谈现象，想来是没有多大说服力的，把它们放到毛泽东和他从事的事业的关系中，才可能有比较准确的回答。,3
马克思主义者是最尊重客观实际的辩证唯物主义者，林彪、“四人帮”之类的假马克思主义的骗子，才专靠吹牛撒谎过日子。,3
这样，战士才会真正团结在干部周围，形成巨大的凝聚力和战斗力。,3
扎兹认为，安理会一致支持对南非进行全面的、强制性的制裁的决议，才可以使和平解决纳米比亚问题取得结果。,3
所以教育是基础，人的素质提高了，整个社会的发展才会有希望。,3
狄德罗在批评贝克莱的时候说：“那些只承认自己的存在和我们体内彼此更替着的感觉的存在，而不承认其他任何东西的哲学家，叫作唯心主义者，这种怪诞的体系，在我看来，瞎子才会创造出来！,3
这样看，雷锋精神才不会时过境迁。,3
经验证明，打通群众思想，才会造成抢种浪潮。,3
另外，研究生入学后，也没有固定的指导老师，在写学位论文的时候，他（她）才会按照论文的选题去自主选择指导老师，可以是本研究所的，也可以跨校选择，慕名而投。,3
一个批评家与一个作家，熟到了骨头里，才会有如此到位的透视和剖析。,3
那些自己从事强盗勾当的人，才会这样审判强盗！,3
在这个时候，才基本实现了马克思所说的，既没有无义务的权利，也没有无权利的义务。,3
制定出相应的管理法规，我们才好依法行政。,3
我们的血沾染在压迫我们的独裁者手上；也沾染在国务院的家伙们手上，国务院供给武器来对付哥伦比亚的人民，并且保证把那迄今希特勒德国才大规模实行过的绝灭种族的罪行掩蔽起来不让人们知道。,3
当欧洲、亚洲和其他各洲的国家都得到了安全的保障，世界才会有巩固的和平。,3
把读书当作平常之事，融入我们的生活之中，才会真正领略“读书是福”的意境。,3
可惜的是，当我们身处其中的时候，常常会因为太熟悉、太常见，以至于熟视无睹，往往在身处异乡之后，再回望他（她）们时，才会越发感觉到这种美好。,3
十五年前，北京崇文区的一个工人家庭里，五个兄妹由于父母相继因病逝世，成了孤儿，最大的十五岁，最小的才三岁。,3
而中国队在进前八已成定局的情况下，今天与韩国队的比赛中输球才可避开意大利队，而挑选更有把握战胜的巴西队。,3
日本朋友平井感慨地说，“日中两国的人民才会这样情同手足地知心交往啊！,3
尽管90公里的路程，但一直到下午1点多，近30人的演出队伍才到达目的地。,3
但是，德国总理施罗德在发言中表示，南联盟加入《东南欧稳定公约》，这项公约才会取得成功。,3
从解题策略上分析，实验班答对的87%学生中一位同学是先做加法口算，计算结果为42，再想一想乘法口诀才写成6×742。,3
在这样的大背景下，习近平说创新、结构性改革改善金融治理，才可以治好世界经济的顽疾。,3
但是，双方都有进行这种会晤的愿望，国家领导人的会晤才会带来好处。,3
也以历史唯物主义与辩证唯物主义去对待一切事物，才会有真正的科学观点。,3
真正的独立与和平，民族文化才可能大大发展。,3
她在病危之际，经常昏迷不醒，在她耳边播放一些她熟悉的音乐，才发现她恍惚又恢复了知觉。,3
在他们自己掌握了命运之后，“主人翁”三个字才具有实在的内容，真正的价值。,3
有些人的画，往往经不起细读，经不起反复读，而王老的画，恰恰相反，如果泛读，草草读过，则决不会领略其洒藏的深层境界，反复读，长久读，才会领略其中的深意。,3
树立了“大资源观”，才可能避免以物质资源为中心的发展战略，使改善教育体制、培育资本市场和加大科研投入得到足够的重视。,3
在特殊情况下，中国大陆才会使用非和平的手段。,3
看，指导员交给李明升一枝枪，表明“整个世界用枪杆子才可能改造。,3
只知道今天的幸福，就容易忘记过去的苦难，牢记过去的苦难，才会更加珍惜今天的幸福。,3
多管齐下，综合治理，才会凸显作用。,3
现在我体会到，对集体的心热了，天冷才不会冷；如果对私字热了，天不冷心也冷。,3
一位安哥拉朋友强调，“早日实现和平，石油——这一天赐的财富才会更好地造福于安哥拉人民”。,3
到了近代，公立图书馆的勃兴，才使这些浪迹天涯的藏书找到了最终也是最稳妥的归宿。,3
保持使柏林分裂加深和永久化的立场，才可能拒绝讨论这个问题。,3
每年农历大年初一，才会神秘而庄重地供于祠堂内供族人瞻仰和凭吊。,3
也在这个“语境”下，这些绣品才不是一件件简单的静止的作品，而是充蕴着灵性与生命力的活的东西，包含着大量的信息。,3
他们好像认为党员才坚持为工农兵服务，把党员和群众分开，这就是宗派主义的情绪。,3
从前大职员瞅他总是斜着眼看，在央求他那点“技术”时脸色才好看点。,3
在阿须兰时，我才受到了和先生家人一起生活的荣幸。,3
不过，现实生活中，仍然少数环保修养达到一定层次的人，才会在兼顾利他的行为中享受环保。,3
发光蘑菇大多生长在热带、亚热带光线较暗的地区据统计，目前在全球发现的发光蘑菇种类大概有70多种，但奇怪的是有些蘑菇的发光具有周期性，在白天即使处于暗处一些蘑菇也不会发光，在夜晚才会发光。,3
让群众对我们为他们办的每件事都满意，实实在在去解决群众的实际困难和问题，群众才会真心拥护我们。,3
我们在社会主义事业中所从事的任何工作，依靠党，依靠群众，依靠各种社会条件，才可能顺利的完成。,3
相信对方对这段感情的忠诚，一些猜疑和误会才不会层出不穷。,3
王子宇说，更多接触同行，才会不断碰撞出设计的灵感。,3
有一种传统的看法，认为深山老林、名山大川才出药材，田野平原、小沟浅流缺药材。,3
连环画工作者投身到火热的斗争生活中去，观察、体验、集中、概括，才可能塑造出丰满高大的英雄形象。,3
惠安一带有这样的风俗：妇女结婚后，只能头三天在婆家住，以后过年过节才可以回婆家住几天。,3
好作品也在这样的情形下才会产生。,3
大概十岁左右的孩子，才会有如此天马行空的想象力和新奇的比喻，写下这么充满童真、童趣的句子。,3
那种亲身经历的体验，那种由“生命的追问”造就的诚挚而独特的感情，才可能是卓越的散文创作的源头。,3
进一步把左倾思想批深批透，彻底肃清其流毒，按照党的三中全会所确定的思想路线和政治路线来认识建设上海的方向，才可能为发展上海提供一个正确的方针。,3
前南联络小组波恩声明强调，应尽快通过政治谈判和平解决科索沃危机，当国际社会的要求——其中包括对在科索沃的国际观察员保护的要求得不到满足时，才会考虑“采取军事强制措施”。,3
相互尊重，平等互利，求同存异，亚太经济合作才会有前途。,3
注重权利和义务、自主和协作的结合，各国的核能事业才会有新的进展。,3
看来把“歪嘴和尚”请下台，把思想作风端正、年轻有为的实干家请上台，才会出现欣欣向荣的景象。,3
而现在，通过视频才可以看到西海岸的亲人。,3
恰恰是当CBA真正创出自己的特色、拥有了自己的风格鲜明的球队与运动员之时，中国的篮球联赛才会更加精彩，更具有影响力。,3
每次漫步在北京的长安街，看到华灯初上的时候，我就会想起重庆，发现重庆的夜景，才会让人懂得什么是真正的“水天一色”。,3
不断形成自身的经济发展优势，竞争力才会得到不断提升。,3
如此，金融机构才会谨慎收集个人信息。,3
