text,label_meaning,label_predicted
林玉珍看到后，也当面批评说：“我们管理人员心要公平，群众才会信任。,,2
全芬兰人每人买一部手机也就500万，正是置于“死地”，才使诺基亚能“后生”如果说“专注”的决策要魄力，那么全球化的决策则是诺基亚“得天独厚”的运气。,,2
众所周知，实现祖国和平统一，是全体中国人的共同愿望；如果出现“台独”事变，两岸陷入战争，才会直接损害广大台湾人民的根本利益。,,2
这也许是女人的思想，对于女人来讲，爱不存在了才可能发生婚外恋。,,2
直到中午，悼念的人们才从八宝山陆陆续续离去。,,1
在他的创作遇到困难的时候，总是党的有力的手支持了他，使他才写完了这个戏。,,1
中国证券报副总编辑施光耀认为，虚拟经济是因实体经济发展到一定的程度才产生的。,,1
才告别东村，我们又踏入了西村的村口。,,1
这种尊敬的心情并不只是中国人民才具有的，因为孙中山先生不仅是中国人民的一位领袖，同时也是为全世界，特别是为亚洲树立了榜样的一位领袖。,,2
我们的地球，从诞生到现在已经有46亿年的历史，而人类的出现不过一百多万年，人类进入文明社会就更晚了，才几千年。,,1
《爱拼才会赢》这首歌，是张健昂扬不屈人生的写照，也是我国年轻一代在新的世纪里，值得感悟的人生箴言。,,2
台北队伺机进攻，6分钟时远距离射门强劲有力，中国队守门员钟红莲将球托出横梁，才化险为夷。,,1
那人告诉梁建国，他叫黄立凡，是万和镇晃山村人，从部队回来探家，钱物均在火车上被盗，从随州下车后走了3天才到万和，一路颗粮未进。,,1
喝声才一群一群回到猪圈。,,1
例如，一九五一年毕业的学生张子林，今年才十七岁，现在是家庭的生产主角。,,1
任何艺术使人感到单调总是不好的，人们正是为了丰富精神生活才去看电影的。,,1
所谓“直扑真理，不要东张西望”，凡有大成就者，无不早早立大志，而后一门深入，苦心经营，久久为功；从事科研也好，做企业也好，只有心无旁骛，才可能做到最好。,,2
干部懂得有为才可能有位，再搞花里胡哨的，你就得靠边站。,,2
只是在最近，美国政府才假装改变态度，想利用关于柬埔寨的国际会议为实现从“实力地位”出发进行谈判、使自己摆脱目前在南越的败局和困境的阴谋铺平道路。,,1
（骆英为河北省石家庄市气象局退休干部）　　王瑞蓉：　　跟党走，就有美好未来　　1949年，我才15岁。,,1
后来才发现：这东西虽是坏东西，在一定条件下，经过灭菌、弄干，又可起到保护皮下组织、预防感染的良好作用。,,1
曾两次入狱，第二次于日本投降后才出狱，去年九月间，他继德田之后，被反动派行刺，幸未遭毒手。,,1
它每隔100年才举行一次。,,1
故我党在京、沪均应有报纸才便作战和动员群众，否则处在围攻中，我无还手机会。,,1
他想到这里，思想豁然开朗了，发现自己注意预防交叉感染并没错，而是思想感情离农民太远，缺乏为阶级兄弟解除病痛的阶级感情，所以才产生这种不负责任的态度。,,2
幸而中国共产党和英明的毛主席，提出发扬祖国医学的号召，才使祖国医学，重现光明。,,2
这是在有了许许多多人生体验之后才发出的慨叹。,,2
声明说，在修正主义阴谋家炮制的布拉迪斯拉发声明——它宣称要尊重平等和不干涉别国内政原则——签字后才几天，整个捷克斯洛伐克就被占领了。,,1
正因为周启才一贯到处传授养鱼经，1980年，他光荣地入了党，以后，又被评为优秀党员、省劳动模范、全国农林科技推广先进工作者。,,2
为社稷而高歌，为黎民而请命，扬浩然之正气，唤社会之良知，其才也纵横，泪也纵横。,,0
另外，内蒙古歌舞团的作品是《草原的传说》，香港中乐团演奏《枫桥夜泊》、《昆虫世界》，中国京剧院演出《巴凯》，剧场组合剧团表演《射日》，香港话剧团在北京人民艺术剧院的任鸣导演下推出中杰英编剧的《北京大爷》，钟景辉、胡庆树等联袂上演英国名剧《风雨守衣箱》，香港管弦乐团演奏比才和拉赫马尼诺夫的作品。,,1
只有这样，眼睛才会向着广大群众，向着现有的物质技术条件，就会去发挥“穷棒子”精神，把一切积极因素调动起来，带领群众打开一个局面来。,,2
四、如果灾民已经逃到某一地区，当地政府必须动员非灾区群众发扬友爱互济合作精神，安置外来灾民，才不至发生主客不安、扰乱秩序的事。,,2
记者曾听到一个被牧主割去双手、夺走妻子的“聂拾匹”（流浪汉）的惨不忍闻的控诉：那是1948年的冬天，反动牧主华让霸占了劳动牧民才亨松的妻子，她已经怀孕九个月了。,,1
送行的杨大爷直到把行李放到行李架上也没说一句话，列车启动了，这沉默的送行就要结束了，树泉探出身子，这时，杨大爷才发出了颤抖的声音：“孩子，读出个样来，给大伙看看”，火车的一声长鸣催下了树泉一串串止不住的泪水，他说他永远忘不了这一情景。,,2
常设委员会执行局业已通过如下的决议：第一，只有提出完全脱离南斯拉夫政府而独立的保证的南斯拉夫代表，才准予出席在罗马召开的世界拥护和平大会常设委员会会议。,,2
北京归国华侨学生中等补习学校“三好”学生邓莲花、出席过全国群英会的马来亚归侨黄步云和三个月前才回到祖国的印度尼西亚归侨廖世隆相继在会上讲话，讲述了他们工作和学习的成绩，并且表示感谢祖国对侨胞的保护和关怀，今后要努力劳动和学习，来回答祖国的深厚恩情。,,1
经过中共中央政治局常务委员会讨论，同意他的辞职，又经政治局讨论，也同意他辞职，这样才在政治局扩大会议上做出接受他辞职的决定，提请下次中央全会追认，政治局是有这个权利的。,,2
我们应该每天从饭食中吃进这个铁质才好。,,2
又跟在贵元后边走了几步，才又说：“俩堂兄弟都被抓去当兵了，人家又来“征”我，我也不敢给家里说。,,1
孔夫子说这话时才63岁，而袁隆平此时的年龄已经远远超过了孔夫子当年的年龄。,,1
民间收藏蔚为大观——华夏民间收藏品展示会侧记民间收藏蔚为大观——华夏民间收藏品展示会侧记孟禾农人在温饱之余，才会有闲情逸致。,,2
阳江县手工业局的同志们说，解决了这些问题，才便于组织新的生产高潮，这些问题解决得好，也就能出现新的生产高潮。,,2
西流公社的包购任务一年是40来万斤，一年多的包购才够他一年养鸡用。,,1
刘本刚同学13岁才上五年级，给我写信用的纸很粗糙，字却写得很工整。,,1
我现在认识到，不但要好好学习中文，还要多说中国话，更多了解中国的事情，进步才会快。,,2
其中粮温更为重要，检查时需对粮堆上中下层、阴阳面、四围和中心，都该详细检查，才可能随时知道，粮食现在处于什么状态之下，而决定处理办法。,,2
十九岁的姑娘于芳，文化大革命刚开始那年，她才十一岁。,,1
但是不仅仅是这样一种愿望才使得我们苏联文化工作者把中国人民解放军视为推进文化的一支力量。,,2
冠军奖金为40万元的应氏杯赛每4年才举办一次，是创办最早、奖金最高的世界职业围棋锦标赛。,,1
因我粤人，无门他入”，所以才坚持革命至今。,,1
他和居民委员会干部一道在失物中反复找寻，才从皮包中的一个信封上找到了失主的姓名和地址。,,1
他们的成员是：九个四年级学生，三个二年级学生，三个几天前才刚跨进大学门的工农速成中学来的学生和三个青年助教。,,1
这个纪录才保持三天，到12月23日，又被由二十岁的刘继龙、十九岁的刘德欣和十八岁的李昌伟组成的另一个跳伞队所打破。,,1
外地人挑拣了半天，拿回旅舍经别人指点才发现，花钱买了一个修补过的残次品。,,1
也正是恢复高考的决策和积极向上的社会氛围，才使我有了如此强大的学习动力和这样多的拼搏机会。,,2
确实，唯有通过比赛组织形式的变革，才可能吸引更多的人和商家参与，为这项运动注入活力。,,2
今天我才体会到，真正重要的东西是劳动人民的生活，群众的智慧。,,2
果然，列车出站约半小时，记者亲眼看见一位乘务人员从上衣口袋里掏出一块牌子戴在左胳膊上，“列车长”始才出现。,,1
他说：“以往的舆论宣传似乎存在一个误区，认为我去商场索赔，是与商家作对，其实，去商家索赔，是因为商品存在问题我才去的。,,1
在巡诊中，护士李芳第一次见到这群身世凄凉、活泼可爱的孩子，不禁勾起了内心深处的酸楚：自己才1岁时，父母就去世了，是吃百家饭长大的，从小就没有得到母爱。,,1
我从那里更认识了人民的力量，正是凭着这种不可战胜的力量，我们的具有伟大历史意义的新中国才出现于世界之林。,,2
到了干校，参加集体生产劳动，重新学习，接受贫下中农再教育，才使我又恢复了贫下中农的感情。,,1
他们说：“专署各机关搬了家，无人管这些了”“下了几天雨苍蝇才多起来的”等等。,,1
这里每一百天才加一次铀。,,1
我驾驶的是祖国人民捐献的飞机，抱着为朝鲜人民复仇的决心，才创造了一个月打落、打伤敌机八架的成绩。,,1
事实是，这次战役是十字军第三次入侵的“序幕”，十字军因被打败了才又大举入侵的，因此，如果把那个中字改用前字，就较好些。,,1
当时，我的父亲中风偏瘫，卧床多年，我的孩子才4岁，爱人工作“三班倒”。,,1
新政府必须在2月的临时国会上通过一系列相关立法，才可以最终为吸引外资创造条件。,,2
像十里河小学四年级学生王桂英，今年才13岁，家里就让她退学了。,,1
其实我对这些书籍字画古玩都说不出太多太深的道道，但却懂得，一个人只有热爱自己民族的文化，让自己时常徜徉在民族文化的积淀当中，他才会热爱自己的祖国，珍惜自己的根。,,2
去年，他的大儿子被招进糖厂当工人，须交三千元的培训费，同事们知道他手头拮据，偷偷地捐款帮垫了才办成。,,1
他还说，正是考虑到这种局势，法国才参加大西洋联盟。,,1
看样子，李妙顺要一直忙到给她送终才会停手。,,1
糊好后，他们又把掉下结成冰的浆糊铲掉，把教室打扫干净，从下午一点多钟一直干到五点多钟才回家。,,1
这部小说如还有一点可取之处，就在于我是先在感情生活的初次尝试中经历了一场惨败——也即是说，小说的情节基本上是我个人的经历；过了六年，我才动笔去写它。,,1
我们告诉总理每个桌上都有面条，总理这才吃了。,,1
他归附李自成才几个月就当了兵部从事，说明李自成一开始就器重他。,,1
它平时栖息在树上，觅食时才到地面上行走，靠吃昆虫和小的脊椎动物为生。,,1
正是由于苏联的建议具有这样的性质，某些反对缓和国际紧张局势的国际人物才不得不匆匆采取措施，不让欧洲、美洲、亚洲、尤其是德国的广大社会人士知道苏联建议的本质并且得出他们自己的结论。,,2
苏北沭阳湖东区丁庄乡中村，全村劳动力除上堤外，只剩全劳动力八人，半劳动力十七人，和一条耕牛，需补种四百亩春麦与耕种六百亩春田，经组织互助拉犁后，才克服生产困难。,,1
五十八队展开了“帮助老乡工作”的大挑战，四组同志才到住地就帮助老乡从屋往外打扫马粪修筑厕所，程永波同志带病还给老乡推磨。,,1
河南洛宁县城关仓库储备的黄马牙、白马牙、金黄后等玉米良种，在入仓前都经过农业技术推广站和粮库工作人员共同检验，分别包装的；但是保管员只按照黄白皮色来保管，把夏播的春播的混杂在一起；到春节的时候，又把良种当商品粮供应给群众；今年夏种的时候，又把春播的玉米当夏播玉米供应出去，有些群众已将种子播种到地里，才发现这种情况。,,1
东拐西绕，跟着这群不解人意的骆驼走了三天一宿，才到边境，他们的嘴，都已干得裂开了口子。,,1
新华社记者程至善摄中国足协超霸杯足球赛幕落深圳大连万达队凭实力捧杯中国足协超霸杯足球赛幕落深圳大连万达队凭实力捧杯本报深圳3月9日电记者汪大昭报道：北京国安队虽然开场才1分多钟，便由10号杨晨率先破门，但实力上的差距使在场的每一个人都看得出，超霸杯最终是要归大连万达队所有。,,1
而实现理想，拥抱未来，都需要付出艰苦的努力，也许正是着眼于此，“现代奥林匹克之父”顾拜旦才在五环旗上写下“参与比获胜更重要”，“更高、更快、更强”的名言，诠释“过程重于结果”的道理。,,1
此前，卡尔扎伊已明确表示，只有大支尔格会议通过的宪法保证总统拥有“真正的权力”，他才会参加明年的大选。,,2
曹禺的才华、精力和贡献不仅表现在他的戏剧文学创作上，也表现在戏剧教育事业中。,,0
刚到新岗位的张春丽还没有轻松几天，就遇到了更加严峻的挑战——适逢2008年新劳动法颁布，企业全部的薪酬体系需要重新搭建，如何拿出一套令老板和员工都满意的方案，这对于经验丰富的老HR都不容易，更何况张春丽这个才22岁，一天人力资源没学过的“黄毛丫头”，“刚接到这个任务的时候，我脑中一片空白，无从下手。,,1
一个“三马一犁一车”的农户，一般的要有三百亩土地才够种。,,2
轻引重打”和“两动贯一”是指引字时用力要小，打要快，即当字锤把铅字卡准后，马上就要用力打上，这样才可以把引、打两个动作连贯起来，加快字锤上下的速度；如果当字锤快到卷纸筒时再用力，字锤上去就没有力了。,,2
原来没意识到，直到结婚生小孩后，才体会到户口的重要性。,,2
中国银行驻加尔各答分行职员黄安其夫妇全家在12日被无故逮捕，他们五个小孩也不能幸免，其中甚至有出生才四个月嗷嗷待哺的婴孩也被关入狱中。,,1
台湾省羽毛球代表队是一支年轻的队伍，最小的女选手吴宇红今年才十三岁，是参加决赛的一百一十七名运动员中最年轻的一个选手。,,1
1951年，筑路人员曾经在这里搏斗过好几个月，有些人临到过春节才下山。,,1
新”还意味着文学事业代代相传，后继有人，意味着“江山代有才人出，各领风骚数百年”的可能性。,,0
在他的煽动下，社员丢开秧准备上岸，经过社委说服才又工作起来。,,1
我们党依据马克思列宁主义学说，并没有等到国家从外国占领者手中完全解放以后，才去建立人民政权。,,1
人们看见它，就不会迷失方向，也才会真正感受到陈毅同志“大雪压青松，青松挺且直”的名句是多么贴切，妙不可言。,,2
这是北京市的第一支女子冰球队，今年3月才在各方的大力支持下组建，目前球队有30多名队员。,,1
只有走出封闭，克服愚昧和无知，掌握知识和技能，才可消除贫困。,,2
关于成立联邦的问题，他说，“等到三片领土全都得到自由的时候”，“那时——而且只有在那时——我们才会考虑谈判成立联盟的问题。,,2
这才使我想起了那位修路、植树、挖渠的镇委书记。,,1
长江后浪推前浪，江山代有才人出。,,0
房松涛：吉林白城的，年初来当“横漂”的，坐了30多个小时的火车才到这里。,,1
到了第二局10分后开始改变打法，在接发球上以短搓和抢攻为主，才取得胜利。,,1
后来，从长崎填海造地，香烧才和陆地连成一片，成为长崎湾的南大门。,,1
看见有乌鸦和麻雀飞临，这里便有树木了，大多是蓊蓊郁郁的白杨和绿柳，有小河，有炊烟，有青稞穗子在田间轻轻涌动，有藏民闪亮的银镯子和牧民雄浑粗犷的歌声，不时扑过来的还有酥油的气息，这时，我们才好像从另一个世界又回到了人间。,,2
如电力行业6家企业集团的发电量占全国的一半以上，冶金行业8家集团在全国钢产量中占40%，6家汽车集团在全国汽车产量中占57%，正是由于我国“长虹”、“海尔”、“春兰”等一批规模较大的优势企业迅速崛起，进口家电在中国市场增长的势头才减缓。,,2
直到大学生科技协会成立，我们才发现，科研其实举手可为。,,2
翻看着一张张鸟的图片，我才体会到这种感觉。,,2
有一年，他因身体多病，加上工作忙碌，全年才作了五百个工分，比别人少五分之四。,,1
大家伙都努力做点事情，社会才会进步，自己也算没白来世上一趟。,,2
捧读她们那或雄阔浩瀚，或低回哀婉，或风轻云淡，或唯美智趣的诗作，我们不仅可以感受到其悲悯仁厚的博爱情怀和飞扬灵动的敏俏才华，更可以沉浸于高远与平朴、厚重与灵俏、尖锐与柔软、凌厉与温婉相融相成的诗情诗境之中，畅享远空、低谷，尘世与乌托邦的诗美之魅。,,0
女孩说：“我爸说了，家里电话打长途太花费，他知道你在这儿，才叫我来的。,,1
例如，“新月社”的“恶意的批评家”在左翼青年作家的新“作品才到面前，便恨恨地磨墨，立刻写出很高明的结论道，‘唉，幼稚得很。,,1
瑞士苏黎世州银行北京代表处首席代表刘志勤在接受本报记者采访时表示，在国际化进程中，中国仍将继续重视现有三大信用评级机构的作用，但也要不断完善适合中国国情的评级体系，只有把内外两种评级补充、结合在一起，并建立起有效的“防火墙”，才可以既充分发挥国外评级机构的效能，使之为我所用，同时提升我国评级机构专业水平。,,2
文明参赛已经成为国内马拉松在新阶段中要完成的目标，这需要每一个马拉松从业者和参与者的共同努力一组数据可以直观感受到马拉松这项古老运动在当今中国的蓬勃发展：1981年第一届北京马拉松赛的举办标志着中国城市马拉松赛起跑，在此后近30年的时间里，中国的马拉松赛事数量才发展到十几场；而仅仅2015年一年，在中国田径协会注册备案的马拉松及相关运动赛事就达到了134场，较2014年增加了83场，增幅超过160%。,,1
三中全会正是鉴于过去民主太少，才决定在党和国家政治生活中加强民主的。,,2
会后，哈尔滨车辆厂即根据厂里的具体情况，结合第二季度中心工作，订出了业余文艺活动计划，指定了专人负责；同时，也纠正了过去只为庆祝节日才作突击演出的忙乱现象。,,1
我们真不知道怎样感谢解放军才好。,,1
这个法军营曾被派在中越富安省绥和地区登陆作战，最近才增援到受威胁的波来古地区。,,1
刘少奇一伙说的不“乱”，就是不许我们革命，要我们跟着“洋人”的脚步走，当“洋奴才”。,,1
淋巴造影和X线快速电影摄影，在国外也只是近几年才发展起来的。,,1
只有笨蛋和修正主义者才会谈论去打破目前还相对强大的帝国主义堡垒而不去突破帝国主义最薄弱的环节。,,2
访问最多的还有个妇女会主任周淑琴，她是个劳动英雄，才十九岁是个青年团员，她的劳动非常好，整天没有闲着的时候，地里活计家里活计干得都挺好，冬天还在地窖里纺线。,,1
祖国是广大留学人员施展才华的广阔舞台。,,0
目睹这一切，货主感动得不知说什么才好。,,1
接着，她又给大娘倒开水，听说大娘还没吃饭，又给大娘买来了饭，直到安排大娘在自己床铺上睡好，她才下班休息。,,1
原来，达尔文是根据我国明朝《三才图会》中“鸡西方之物也”一语推断出来的。,,0
到1948年才又重新恢复到目前疆界。,,1
难道应该让反社会主义的“才”来领导社会主义事业吗？,,0
维护城市的整体性，才会使我们的城市表现出永久的生命力。,,2
二百七十多场比赛中，有一百二十七场打了四盘或五盘才决出胜负；在二十二个种子队当中，有六个种子队未能取得小组第一名；这表明各地乒乓球运动技术水平普遍有了提高，彼此之间的差距也日益缩小。,,1
遗传学家认为，这种现象是十分罕见的，在一百万对不同人种结合的夫妇中才可能有一对生下不同肤色的双胞胎。,,1
夏天出汗多，应及时补充水分才会避免因出汗而引起的机体脱水。,,2
中国文化观念里认为中标就意味着并购成功，有的中国企业海外并购中标后就在媒体上大量宣传报道，而在很多东道国的规则里，中标后还有一系列程序要走，比如要等议会或国会一致通过，只有签下合同了才具有正式的法律效应，因此一些并购因为提前泄露了商机而导致“废标”。,,2
据俄通社—塔斯社报道，别列佐夫斯基同时指出，只有在别无选择的情况下，俄罗斯才会首先使用核武器。,,2
　　（熊才俊）雅典奥运会火炬抵达亚洲　,,0
就在秦福荣班晚点的第二天，陈书华班跑这趟车时，气候条件相同，但他们接受了头一天的教训，车到红柳河车站时，看到汽、水比较紧张，就坚持整好了炉，烧足了汽，然后才发车。,,1
这种垫片的价格，每个才一分五厘钱。,,1
目前只有转基因木瓜棉花批准生产上市针对社会公众关心的转基因食品安全问题，全国政协常委、中央农村工作领导小组副组长兼办公室主任陈锡文介绍说，我国坚持加强农业转基因技术的研发和监管，在确保安全的基础上慎重推广，任何进行商品化生产和进入市场的转基因农产品都要经过严格的科学检测，只有确保安全才可以上市。,,2
就拿李青林来说吧，这个来自山东农村的姑娘，半年前才参加射击训练。,,1
年轻的大学生们，难道也得等到这么一天，才会有这种紧迫感吗？,,2
在北京站的比赛中，张连伟与来自观澜球会的吴相兵在规定的36个洞的比赛中战成平手，直至加洞赛第四个洞时张连伟才以一杆险胜。,,1
笔者在台北期间，被邀请参加了由“志强路跑俱乐部”组织的一次公路越野赛，参加者有1000多人，男女老少皆有，年龄最大的80岁，最小的才10岁。,,1
而农民也就动手革新和调整了，人民公社这种新的生产关系才像旭日东升一样冒出在地平线上。,,1
有时白天找不到访问对象，晚上又去，过十点才回来。,,1
同样，在和平应用上，雷达网将使飞机和船舶的航行得到最大的安全，将使气候的变化迅速地被人们所掌握，也只有借助于雷达网的日益完善，星际飞行才会有保障。,,2
市民第一位的需要是民工要有信誉意识，诚实劳动，踏实做事，给人以安全感，这样才可能增加就业的机会。,,2
聂耳离开我们已经二十年，假如他活着，今年才只有四十四岁，他死得太早了。,,1
多亏解放军代表引导我学习了毛主席一系列最新指示，才从根本上认识到：工农出身的干部也要到劳动中去接受再教育。,,1
因为这才会使同志们大胆批评，有利于发扬民主，广开言路。,,2
其中有些言论我初读后，并不能识别其危害性，经过反复思考，才了解其影射含义。,,2
美国诗坛的新作美国诗坛的新作申奥据《华盛顿邮报》报道，1983年是美国诗歌丰收的一年，四位有才华的诗人出版了新作，它们展现了美国诗歌的绚丽多姿。,,0
辽宁省的一个建筑队在承包中不要女工，在几名青年女工的苦苦哀求下，队里才勉强答应两个女工顶一个男工名额，拿一个男工的报酬。,,1
建阳地区1984年收屠宰税一百零三万多元，真正用于畜牧业的才三十三万元；1985年收屠宰税一百万元，用于畜牧业的只有南平、崇安两县（市）共十二万元，其他八县（市）分文不给。,,1
天刚亮，姐妹俩啃块饼，喝点开水就上路了，中午，为了能多收货，就边走边吃点干粮，常常到天黑了才回家。,,1
如呼兰县福利村干部对群众说：“捐献是自愿的，但每垧地捐献五十斤以上，才可以‘自愿’，五十斤以下的不许‘自愿’。,,2
看，指导员交给李明升一枝枪，表明“整个世界只有用枪杆子才可能改造。,,2
农业由粗放经营转向集约经营，才出现了级差地租Ⅱ。,,2
由于种种原因与这本年鉴的编辑工作没有接触，这一篇短文也是在年鉴的文稿送交出版社之后才写的。,,1
他们中确有不少有用之才。人事部门有责任通过各种形式，进一步把他们挖掘出来，输送到适当的工作岗位上，为四化作贡献。,,0
只有当它们运行到与太阳、地球三者成一直线，也即“冲日”之时，才便于观测。,,2
博览会陈列了清末的勺式熨斗、世界第一代无链自行车、距今120年的供照明用的瓦油壶及近年才在市场上露面的激光影碟电视机、射程达1500多米的强光电筒等。,,1
后来，他向老贫农请教，深入田间细心观察，发现这种害虫白天蜷缩在禾叶里，夜间才出来活动，白天喷药很难杀死它。,,1
（开县）钢铁姑娘钢铁姑娘韩郁开县邓家乡跃进铁厂有个女看炉师，名叫何朝珍，今年才十九岁，个子不高，身体却结实得像小牛一样，和别人谈起话来，总爱比划着双手，不时发出一阵爽朗的笑声。,,1
因此，古琴具备了天、地、人三才。南北朝时期，中国就有了“左琴右书”的说法，琴就是古琴。,,0
考试合格再经过焊样试验，达到质量标准后，才参加焊接锅炉。,,1
我想，只有教育学生树立起为革命而学的思想，才会出现生动、活泼、主动地学习的局面。,,2
邰忠利的父亲开中巴车搞客运，出过3次车祸，是身边各民族同胞及时伸手接济，才使他们一次次渡过难关。,,2
无产阶级文化大革命中，这个县的广大群众和革命文艺工作者奋起批判了刘少奇的修正主义文艺路线，帝王将相、才子佳人和牛鬼蛇神被赶下了舞台。,,0
这些条件，过去就有，并不是最近才出现的。,,1
生意为什么这样“火”有人说，新华书店网点少，书摊才乘“虚”而入。,,1
由于工作需要，中队的女兵入伍时大的十六七岁，小的才十四五岁。,,1
青少年是网上最为脆弱的群体据欧盟新闻门户网站“欧盟观察家”报道，虽然欧盟多数成员国规定，13岁以下儿童只有在父母同意后才可以注册邮箱、登录社交媒体，但由于执法不严，一些网络服务提供商还是向欧盟很多低于13岁的青少年敞开了大门。,,2
老人们在发言中都表达了这样一个心愿：是共产党领导的社会主义才使大家过上了今天的好日子。,,1
工程公司有关集团董事兼总经理约·克·米尔纳　克里格林格尔富尔奴公司副总经理杰·佩里　伦敦出口公司董事长兼总经理艾·鲍尔顿　福尔公司（原料进出口商）代表悉·阿·罗瑟莱　希臣罗德公司董事悉·戈·斯隆　罗布里奥温公司出口总经理哈·希·斯潘塞　哥罗布顿·巴金生公司美方必须对强迫扣留战俘事件负责美方必须对强迫扣留战俘事件负责朝鲜停战谈判双方签订了关于战俘遣返问题的协议才不过十天，美方竟发生了纵容李承晚集团严重地破坏这一协议的事件。,,1
牛瑞亮、贾轩的年龄分别是19岁和18岁，迈进大学才一个多月。,,1
这样，才不至于对古代的作品简单地否定，或者简单地肯定。,,2
后来，经中宣部审查，又由国家新闻出版署专门发文，书才从仓库中搬出，到了读者手里。,,1
只有登上天梯，亲身体会，才会有客观的评价。,,2
虽然从1985年起交通投资有所增加，年投资额是六五期间年平均额的2倍，但由于过去欠账过多，现在的投资过几年才发挥作用，因此缓和不了当前商品经济发展给交通带来的压力。,,1
叶佩素经过四天的长途旅行，15日下午才到达这里，疲劳尚未恢复就仓促上阵，但顽强地完成了规定的五项比赛。,,1
等他们走进博物馆才发现走错了，是从出口进去的。,,2
秘书再三说明，机关干部每人都有一份，没有任何“特殊”，李贞才同意收下。,,1
正是由于科技的不断进步才促使区域从低级形态向高级形态的转变，维持区域的可持续发展。,,1
周总理在视察清华大学时指示说：要用最低的成本最容易找到的材料来做这种汽车，要能燃用酒精，这样才可以推广并用来代替三轮车。,,2
但是，整个演习将延续到三月五日才告结束。,,1
据不完全统计，80年代末，塔河流域的耕地仅有50万亩，现已达80万亩以上，而全河干流规划到2000年的耕地面积也才只有72.13万亩。,,1
旧墩是解放前国民党花了三年零九个月才修成的。,,1
这些年，在强军目标的引领下，海军建设正在实现由大向强的历史性跨越，为我们这一代飞行员提供了施展才华的广阔舞台。,,0
但是，在看戏而外，我们还不断地去访问，才了解了一些情况。,,1
但既然坐得高了，原先的几案就太矮，不方便，这样才产生用较高的桌子的需要。,,2
二、招聘条件1.身体健康；领军人才不超过50周岁，学科带头人不超过45周岁，优秀博士不超过35周岁（海归博士可放宽至40周岁）。,,0
从我自己说起，就是必需更好的自我改造，才够得上做个人民时代的知识分子。,,2
我走出这座庭院的时候，才发现院子里曾有一座临街的大门。,,2
为了进一步深入表现军民关系，影片又追溯到三年前军民团结抗日的战斗情景：高营长奋勇杀敌不幸负伤，是赵大娘和玉敏热心照料和精心护理，才使他伤口痊愈，重返前线。,,2
法国议员中比较有远见的人们认识到，邱吉尔所谈到的法国的“孤立”只有在批准复活西德军国主义、使法国沦于二等国地位的巴黎协定时才会真正形成。,,2
全区十八岁以下的青少年一百一十三人中，高小毕业的才两名，读了高小没毕业就回家的四名，初小读书的十四名，其余都是没进过学校门和初小也没毕业就回家的。,,1
以后经过了解，才发现我的看法不完全正确。,,2
到1960年初，苏联全国集体农庄使用的电动机就达四十一万九千台，而1953年才只有九万九千台。,,1
只是由于富米·诺萨万集团不断地派遣土匪武装进行骚扰活动，才使川圹市人民受到灾难。,,2
韬奋死时才五十岁，如果他还活着，现在不过七十岁，还可以继续为人民服务。,,1
那么留财好，还是留才好？,,1
她找对象，不看对方的德与才如何，而只是追慕和满足于配偶的“荣誉”、外貌；津津乐道的是男朋友“出国”、“参加过宴会”，被对方的自吹自擂和虚情假意所迷惑。,,0
青年就主动接过行李箱，扶着她上了公共汽车，送到招待所安置好了才回厂。,,1
这样做是完全必要的，而且一定会有效果的；犹如只有在我们以中国人民志愿军的武装实力来支援朝鲜人民对美帝国主义侵略的抵抗后，疯狂的侵略者才不敢轻举妄动作进一步侵略我国的尝试。,,2
大部分食物中甲醛本底含量都很低，以白菜为例，每公斤白菜的甲醛本底含量约为1毫克，也就是说摄入12公斤未经清洗烹饪的白菜才可能会超过每日允许限量。,,1
例如今年我厂工会主席到北京开会，当天晚上才出提纲叫我们总结，第二天下午就要。,,1
但是当他一想到，那盼了半辈子才到手不多年的土地和那匹“后背胖得像面板”似的大青马要加入社的时候，就动摇了。,,1
驻厂军代表抓住了这个思想苗头，本着“不要等到问题成了堆，闹出了许多乱子，然后才去解决”的精神，坐下来开门整风，吸收工人代表参加。,,1
有的学生考入大学以后才回头补做初中的实验。,,1
后来东拼西凑，才勉强向车老板租到一辆车。,,1
就是在猝不及防的时候，他才会笑，这个猝不及防就是节奏。,,2
那知一阵沙滩急行军过后，前面方看到正河身，据对岸来人谈：河床有二里来宽，这才又使大家精神紧张起来，河冰刚托得住人，上有一层浮水，队伍仍踏着门板而过。,,1
有一年他回去探亲休假，才住了三天，就接到团里电报，说有紧急任务，要他立即返回。,,1
今年的拜年票发行才不久，吴冠英已经开始构思来年的作品，“得提前想想表现拜年的角度。,,1
在1988年以前，重要谷类作物和豆科作物的转化十分困难，只是在一种生物技术的新工具——“基因枪”研制成功以后，才使得这些作物的转基因成为可能。,,2
和平解放50年来，西藏经济、政治和社会面貌发生了沧桑巨变，这一不平凡的发展历程揭示了一条真理：只有在中国共产党的领导下，在祖国大家庭中，走社会主义道路，西藏才会有幸福的今天和更加美好的明天。,,2
她感到非常高兴，并且说道：“罗曼·罗兰生前对中国有着很大的兴趣，他一向深切同情和支援中国人民，正象托尔斯泰一样，遗憾的是他很晚才同中国人有了交往，而且未能到中国去。,,1
